ID,Year,CIUDAD,Counts,DATE_DUE,DATE_DELIVERED,Link
2611,2014,No definido,1267013015,11/12/2015,11/04/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-102482
2612,2014,No definido,708856636,20/02/2015,22/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-86172
2613,2013,No definido,799269885,15/07/2014,14/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-86231
2614,2013,No definido,151739000,05/10/2014,06/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-89341
2615,2013,No definido,102973700,06/10/2014,07/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1555702
2616,2012,No definido,15457663125,14/01/2014,16/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-97859
2617,2012,No definido,2970823095,16/07/2013,16/01/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2050798
2618,2009,No definido,229983260,28/05/2010,27/08/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-3227584
2619,2012,No definido,1118900000,30/04/2014,29/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-106773
2620,2011,No definido,75000000,26/03/2012,26/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-106564
2621,2013,No definido,2353445975,20/10/2014,20/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-106855
2622,2013,No definido,209766317,06/11/2014,06/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-105575
2623,2014,No definido,237678164,18/08/2014,19/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-106017
2624,2009,No definido,1800000000,03/09/2009,04/11/2009,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-102909
2625,2012,No definido,954002437,24/04/2013,25/08/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1843783
2626,2011,No definido,609892933,28/12/2011,29/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2009123
2627,2013,No definido,887562085,13/04/2014,12/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-3242754
2628,2013,No definido,635317767,29/06/2015,29/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1953849
2629,2014,No definido,905833133,15/08/2015,15/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-100376
2630,2014,No definido,307070328,18/06/2014,19/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-95892
2631,2014,No definido,255544956,03/11/2014,04/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-99440
2632,2014,No definido,184580667,03/02/2015,04/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1952958
2633,2014,No definido,195534318,19/09/2014,21/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1355385
2634,2014,No definido,186273169,16/02/2015,18/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-98260
2635,2008,No definido,30490703757,05/09/2009,08/02/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-90591
2636,2008,No definido,3520164578,02/06/2009,04/12/2009,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2497624
2637,2008,No definido,2107008837,01/04/2009,01/07/2009,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2131606
2638,2008,No definido,39997819,28/01/2009,28/02/2009,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-88761
2639,2009,No definido,3692181026,09/03/2010,08/05/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-4-2132548
2640,2009,No definido,520000000,30/03/2010,29/11/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-4-2219382
2641,2009,No definido,44507576,08/10/2009,07/11/2009,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-4-2132715
2642,2010,No definido,6336000000,27/03/2012,28/03/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-88817
2643,2010,No definido,5317039000,29/12/2011,29/12/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-87667
2644,2011,No definido,10839383000,11/08/2012,12/01/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-101359
2645,2011,No definido,3500000000,09/03/2012,10/09/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2132682
2646,2011,No definido,7299789729,01/09/2011,04/12/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-95203
2647,2011,No definido,10367095268,30/08/2011,30/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-100641
2648,2011,No definido,250000000,11/07/2011,11/08/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-100464
2649,2011,No definido,93496000,02/01/2012,02/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-91307
2650,2012,No definido,6601925007,19/11/2013,19/12/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-90039
2651,2012,No definido,281434408,05/12/2013,05/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-99814
2652,2013,No definido,23120258682,19/09/2013,21/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3270362
2653,2013,No definido,2127566718,19/07/2014,19/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1336238
2654,2013,No definido,3000000000,09/05/2015,08/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1772123
2655,2013,No definido,3677439213,28/12/2013,28/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-99116
2656,2013,No definido,895217109,02/01/2014,03/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-99408
2657,2013,No definido,300000000,22/09/2014,23/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1856532
2658,2014,No definido,21684866940,10/08/2014,11/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-88216
2659,2014,No definido,7387377643,26/11/2014,26/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1356772
2660,2014,No definido,3241254803,05/11/2015,05/05/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-95583
2661,2014,No definido,1866214865,08/07/2015,07/04/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-105245
2662,2014,No definido,513116100,02/02/2015,03/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-92232
2663,2015,No definido,17450000000,20/01/2016,20/01/2017,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-87635
2664,2015,No definido,2006511796,26/08/2015,26/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-87673
2665,2009,No definido,1083073174,05/11/2010,05/05/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-92866
2666,2013,No definido,21900000,16/06/2013,15/07/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2013576
2667,2013,No definido,13327600,01/01/2014,03/04/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-88075
2668,2013,No definido,10000000,10/10/2013,11/12/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-88075
2669,2014,No definido,119904126,05/03/2015,04/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-88075
2670,2015,No definido,120944912,24/08/2015,25/10/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2581747
2671,2013,No definido,327911765,14/03/2014,14/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-90698
2672,2010,No definido,1450354900,24/02/2012,24/06/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-106163
2673,2009,No definido,1634885004,01/03/2011,01/05/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1704550
2674,2009,No definido,185000000,18/12/2009,19/04/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-98738
2675,2013,No definido,8600000000,06/11/2014,06/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-100813
2676,2013,No definido,5344364875,17/08/2014,17/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-104000
2677,2012,No definido,3299981622,09/03/2013,09/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2213700
2678,2012,No definido,2504423079,09/01/2013,11/04/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1861631
2679,2013,No definido,203261803,26/08/2015,29/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1632457
2680,2013,No definido,200625000,26/04/2014,26/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1729861
2681,2013,No definido,147750000,07/06/2014,07/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1860316
2682,2013,No definido,84392667,11/01/2015,13/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1418830
2683,2013,No definido,53369312,02/01/2015,02/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1539433
2684,2013,No definido,198359200,21/09/2014,21/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1754972
2685,2013,No definido,299874000,22/11/2014,24/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-97351
2686,2013,No definido,98163851,03/05/2014,02/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-95730
2687,2014,No definido,348513124,22/01/2015,09/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-95057
2688,2010,No definido,63675058,06/04/2011,06/07/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-104988
2689,2013,No definido,1073561811,28/02/2015,28/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-98403
2690,2013,No definido,138750000,13/05/2015,13/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-90190
2691,2014,No definido,1473503033,17/11/2015,17/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-91375
2692,2015,No definido,47200000,11/07/2015,09/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-87373
2693,2013,No definido,359620946,15/07/2015,12/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-85841
2694,2014,No definido,261656268,09/07/2014,10/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-90648
2695,2014,No definido,59000000,14/11/2014,15/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-100903
2696,2012,No definido,417357838,01/01/2013,17/04/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-13-1605180
2697,2013,No definido,599258527,22/04/2015,22/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1629079
2698,2013,No definido,92417086,26/04/2013,25/06/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-99517
2699,2015,No definido,1122148940,23/12/2015,24/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-87820
2700,2009,No definido,2128166570,09/11/2012,10/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-85661
2701,2013,No definido,291340909,10/07/2014,10/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-1-122437
2702,2014,No definido,1278423769,29/11/2015,31/03/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2143840
2703,2014,No definido,599068051,05/01/2015,06/02/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2019475
2704,2014,No definido,430694342,18/04/2015,17/05/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-106294
2705,2013,No definido,1137722513,09/04/2014,08/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1635777
2706,2013,No definido,450000000,05/11/2014,05/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1635999
2707,2009,No definido,339830190,29/04/2011,29/04/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-104027
2708,2013,No definido,5376321739,07/06/2014,07/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1954260
2709,2009,No definido,690000000,15/06/2011,15/10/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1933667
2710,2009,No definido,137098825,26/04/2011,26/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1636278
2711,2014,No definido,336754828,13/09/2014,15/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1803527
2712,2012,No definido,24197000000,07/12/2013,07/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1801458
2713,2011,No definido,7727706858,19/06/2012,23/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2376615
2714,2008,No definido,179474899,28/07/2010,27/12/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1844196
2715,2011,No definido,1488888832,27/12/2012,29/12/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2112039
2716,2011,No definido,234626440,28/08/2011,29/09/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1613971
2717,2011,No definido,166877721,30/12/2011,11/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-1973651
2718,2010,No definido,335000000,01/01/2011,02/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2121568
2719,2011,No definido,288060480,30/12/2011,17/07/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2486734
2720,2011,No definido,160843238,31/12/2011,27/08/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-95360
2721,2010,No definido,43283051,29/12/2010,29/01/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2486840
2722,2011,No definido,750000000,16/04/2011,16/06/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-100810
2723,2013,No definido,15670107789,19/07/2013,19/11/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-93469
2724,2013,No definido,1139000000,28/07/2014,27/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-85261
2725,2015,No definido,1781300033,11/10/2015,10/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-84563
2726,2009,No definido,1260000000,03/03/2011,01/01/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-84156
2727,2013,No definido,849055337,03/05/2014,02/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-99641
2728,2011,No definido,2570544293,28/12/2011,29/11/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-98623
2729,2013,No definido,1139000000,28/07/2014,27/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-13-1646020
2730,2009,No definido,720000000,03/03/2011,01/01/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2486605
2731,2006,No definido,4622833862,29/01/2008,29/06/2008,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-4-2205694
2732,2009,No definido,2309638622,01/11/2009,02/12/2009,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-84480
2733,2009,No definido,733852372,14/01/2012,15/03/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-104845
2734,2010,No definido,11061850000,23/05/2012,23/10/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-86836
2735,2011,No definido,30944825051,06/12/2011,07/01/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2690843
2736,2011,No definido,8977988216,07/07/2012,07/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2510473
2737,2011,No definido,2690838277,23/12/2011,25/02/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1546217
2738,2011,No definido,1556679287,13/02/2013,14/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1887385
2739,2011,No definido,1011697187,27/08/2012,28/09/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-104517
2740,2011,No definido,714285000,02/01/2013,04/05/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-97999
2741,2011,No definido,664395007,16/03/2012,16/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-95717
2742,2011,No definido,27851600,20/02/2012,23/04/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-89216
2743,2011,No definido,15600000,05/03/2012,06/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2514469
2744,2011,No definido,12051000,29/02/2012,01/05/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3824859
2745,2012,No definido,15075690698,04/02/2014,04/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3836057
2746,2012,No definido,7022339823,15/10/2014,15/04/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3891204
2747,2012,No definido,6049136522,01/03/2013,29/06/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3895722
2748,2012,No definido,6487919000,28/01/2013,30/11/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1763151
2749,2012,No definido,7938345864,10/06/2013,26/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=15-4-3830527
2750,2012,No definido,6621000000,28/02/2014,28/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-106499
2751,2012,No definido,3088885333,25/10/2013,27/12/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=14-12-2502740
2752,2012,No definido,2180183125,20/01/2013,21/04/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-13-2186566
2753,2012,No definido,1896540106,02/10/2013,04/11/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1572822
2754,2012,No definido,542927807,29/03/2013,28/09/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1902081
2755,2012,No definido,85000000,31/08/2013,30/11/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1978531
2756,2012,No definido,34586100,30/11/2012,02/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1951278
2757,2012,No definido,38700000,17/08/2012,17/11/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1959010
2758,2012,No definido,24600000,20/12/2012,21/06/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1278542
2759,2012,No definido,31043000,22/12/2012,24/03/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1822470
2760,2012,No definido,27938700,21/11/2012,23/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2013668
2761,2012,No definido,27938700,21/11/2012,23/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1285216
2762,2012,No definido,23623900,23/12/2012,25/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1522267
2763,2012,No definido,18133200,13/12/2012,15/02/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1776580
2764,2012,No definido,7529004,14/10/2012,15/12/2012,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1972275
2765,2013,No definido,7657341904,28/03/2015,28/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1737919
2766,2013,No definido,7131604331,03/07/2015,02/01/2023,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1254916
2767,2013,No definido,7796916439,31/10/2015,04/09/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-2036739
2768,2013,No definido,462590506,27/04/2014,27/06/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1986089
2769,2013,No definido,328478531,16/04/2014,16/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1193444
2770,2013,No definido,277445541,19/09/2013,21/10/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1349895
2771,2013,No definido,104883537,15/02/2014,17/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1655857
2772,2013,No definido,116245989,04/05/2013,05/07/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1703601
2773,2013,No definido,87753154,20/05/2013,18/07/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1780933
2774,2013,No definido,102286466,10/09/2013,11/11/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1357830
2775,2013,No definido,31662024,15/10/2014,16/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-11-1231962
2776,2013,No definido,9906652310,17/01/2014,25/05/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-86243
2777,2013,No definido,1600000000,25/12/2013,25/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-104265
2778,2013,No definido,964918630,31/12/2013,01/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-90484
2779,2013,No definido,298789970,03/02/2014,05/03/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-91501
2780,2013,No definido,52618671,05/01/2014,04/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-96028
2781,2013,No definido,37800000,14/07/2014,13/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-86565
2782,2013,No definido,34200000,31/07/2014,30/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-100616
2783,2013,No definido,25122900,03/12/2013,05/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-96036
2784,2013,No definido,19462800,25/01/2014,25/02/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-92781
2785,2013,No definido,25024800,25/05/2014,24/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-85878
2786,2013,No definido,17378000,02/04/2014,02/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-87862
2787,2013,No definido,15640200,29/08/2013,28/11/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-93593
2788,2013,No definido,13903000,04/04/2014,04/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-88943
2789,2013,No definido,13323000,04/04/2014,04/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-94567
2790,2013,No definido,11250000,19/05/2014,18/08/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-93753
2791,2014,No definido,3752039016,16/05/2015,15/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-84885
2792,2014,No definido,3290391531,22/08/2015,22/12/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-84918
2793,2014,No definido,1434628700,17/08/2015,17/09/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-84958
2794,2014,No definido,783824483,12/07/2015,12/08/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-93160
2795,2014,No definido,603008804,01/10/2014,01/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-91718
2796,2014,No definido,605575000,08/09/2014,08/06/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-84858
2797,2014,No definido,510340753,13/05/2015,12/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-95335
2798,2014,No definido,390771620,27/04/2015,27/07/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-99420
2799,2014,No definido,418536122,08/11/2014,08/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-95812
2800,2014,No definido,186283535,14/09/2014,14/11/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-102863
2801,2014,No definido,138612817,01/05/2014,01/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-103263
2802,2014,No definido,240791190,25/03/2014,24/10/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-91600
2803,2014,No definido,111654696,20/03/2015,20/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-101299
2804,2014,No definido,110989702,25/04/2014,24/09/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-84775
2805,2014,No definido,77928000,13/12/2014,13/01/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-13-1672937
2806,2014,No definido,74194550,08/09/2014,08/12/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-12-2173113
2807,2014,No definido,44676280,19/01/2015,20/03/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-15-2004902
2808,2014,No definido,45000000,02/02/2015,03/04/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-89908
2809,2014,No definido,4400000,02/05/2014,03/07/2014,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-86242
2810,2015,No definido,149991131,28/10/2015,28/11/2015,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-11-1460690
2811,2009,No definido,7510326000,17/10/2010,17/02/2016,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-85955
2812,2009,No definido,340000000,11/01/2010,12/04/2011,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-93501
2813,2012,No definido,193428825,01/11/2012,02/01/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-85290
2814,2009,No definido,25997267,12/02/2010,14/06/2010,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=13-1-91765
2815,2012,No definido,1364697111,12/09/2012,14/03/2013,https://www.contratos.gov.co/consultas/detalleProceso.do?numConstancia=12-1-86452
